algorithm,pair_index,m,n,cells,frechet_dist,nca_regular_hops,nca_shortcut_hops,total_nca_steps,shortcuts_written,dead_paths_pruned,shortcuts_extended,dead_path_walk_steps,heap_pushes,heap_pops,max_heap_size,avg_heap_size,cells_processed,pct_cells_explored,status
BBMSCore,0,799,2201,1758599,2729.88,1999163494,0,1999163494,0,0,0,0,0,0,0,-1,1758599,100,ok
BBMSInter,0,799,2201,1758599,2729.88,1738766,38609472,40348238,3514198,0,0,0,0,0,0,-1,1758599,100,ok
BBMSDppInstant,0,799,2201,1758599,2729.88,1738766,9681032,11419798,3514198,85076,7365806,85076,0,0,0,-1,1758599,100,ok
BBMSDppStepwise,0,799,2201,1758599,2729.88,1738766,9681032,11419798,3514198,85076,1470653,1256122,0,0,0,-1,1758599,100,ok
DijkstraPrims,0,799,2201,1758599,2729.88,0,0,0,0,0,0,0,1751128,1750881,4410,2209.1,1750881,99.5611,ok
BBMSCore,1,799,53,42347,4411.78,51323310,0,51323310,0,0,0,0,0,0,0,-1,42347,100,ok
BBMSInter,1,799,53,42347,4411.78,65792,2986965,3052757,83047,0,0,0,0,0,0,-1,42347,100,ok
BBMSDppInstant,1,799,53,42347,4411.78,65792,191782,257574,83047,4059,16796,4059,0,0,0,-1,42347,100,ok
BBMSDppStepwise,1,799,53,42347,4411.78,65792,191782,257574,83047,4059,16065,11863,0,0,0,-1,42347,100,ok
DijkstraPrims,1,799,53,42347,4411.78,0,0,0,0,0,0,0,11685,11620,75,65.7116,11620,27.44,ok
BBMSCore,2,799,846,675954,16090.1,468577398,0,468577398,0,0,0,0,0,0,0,-1,675954,100,ok
BBMSInter,2,799,846,675954,16090.1,976050,17118747,18094797,1349976,0,0,0,0,0,0,-1,675954,100,ok
BBMSDppInstant,2,799,846,675954,16090.1,976050,3256081,4232131,1349976,47896,432409,47896,0,0,0,-1,675954,100,ok
BBMSDppStepwise,2,799,846,675954,16090.1,976050,3256081,4232131,1349976,47896,329941,269292,0,0,0,-1,675954,100,ok
DijkstraPrims,2,799,846,675954,16090.1,0,0,0,0,0,0,0,516344,515245,3626,2361.46,515245,76.2249,ok
BBMSCore,3,799,903,721497,15919.1,706694520,0,706694520,0,0,0,0,0,0,0,-1,721497,100,ok
BBMSInter,3,799,903,721497,15919.1,808498,6630995,7439493,1440497,0,0,0,0,0,0,-1,721497,100,ok
BBMSDppInstant,3,799,903,721497,15919.1,808498,3825823,4634321,1440497,11404,5404275,11404,0,0,0,-1,721497,100,ok
BBMSDppStepwise,3,799,903,721497,15919.1,808498,3825823,4634321,1440497,11404,444381,343969,0,0,0,-1,721497,100,ok
DijkstraPrims,3,799,903,721497,15919.1,0,0,0,0,0,0,0,458877,457559,1800,1496.95,457559,63.418,ok
BBMSCore,4,799,199,159001,16625,64607706,0,64607706,0,0,0,0,0,0,0,-1,159001,100,ok
BBMSInter,4,799,199,159001,16625,86708,9506751,9593459,317004,0,0,0,0,0,0,-1,159001,100,ok
BBMSDppInstant,4,799,199,159001,16625,86708,975965,1062673,317004,16497,495955,16497,0,0,0,-1,159001,100,ok
BBMSDppStepwise,4,799,199,159001,16625,86708,975965,1062673,317004,16497,173444,141445,0,0,0,-1,159001,100,ok
DijkstraPrims,4,799,199,159001,16625,0,0,0,0,0,0,0,158951,158922,926,670.38,158922,99.9503,ok
BBMSCore,5,799,223,178177,12420.5,61241984,0,61241984,0,0,0,0,0,0,0,-1,178177,100,ok
BBMSInter,5,799,223,178177,12420.5,105012,4069549,4174561,355332,0,0,0,0,0,0,-1,178177,100,ok
BBMSDppInstant,5,799,223,178177,12420.5,105012,1082569,1187581,355332,13600,385536,13600,0,0,0,-1,178177,100,ok
BBMSDppStepwise,5,799,223,178177,12420.5,105012,1082569,1187581,355332,13600,180881,152844,0,0,0,-1,178177,100,ok
DijkstraPrims,5,799,223,178177,12420.5,0,0,0,0,0,0,0,173607,173453,591,436.553,173453,97.3487,ok
BBMSCore,6,799,154,123046,2645.03,37097908,0,37097908,0,0,0,0,0,0,0,-1,123046,100,ok
BBMSInter,6,799,154,123046,2645.03,238070,1212955,1451025,245042,0,0,0,0,0,0,-1,123046,100,ok
BBMSDppInstant,6,799,154,123046,2645.03,238070,497538,735608,245042,2274,15401,2274,0,0,0,-1,123046,100,ok
BBMSDppStepwise,6,799,154,123046,2645.03,238070,497538,735608,245042,2274,13727,11393,0,0,0,-1,123046,100,ok
DijkstraPrims,6,799,154,123046,2645.03,0,0,0,0,0,0,0,8919,8092,851,776.81,8092,6.5764,ok
BBMSCore,7,799,1128,901272,28210.1,1328190602,0,1328190602,0,0,0,0,0,0,0,-1,901272,100,ok
BBMSInter,7,799,1128,901272,28210.1,1672882,5941396,7614278,1800617,0,0,0,0,0,0,-1,901272,100,ok
BBMSDppInstant,7,799,1128,901272,28210.1,1672882,3786094,5458976,1800617,6282,195323,6282,0,0,0,-1,901272,100,ok
BBMSDppStepwise,7,799,1128,901272,28210.1,1672882,3786094,5458976,1800617,6282,83639,69229,0,0,0,-1,901272,100,ok
DijkstraPrims,7,799,1128,901272,28210.1,0,0,0,0,0,0,0,142522,141530,1387,1256.11,141530,15.7034,ok
BBMSCore,8,799,1191,951609,24803.8,1293597658,0,1293597658,0,0,0,0,0,0,0,-1,951609,100,ok
BBMSInter,8,799,1191,951609,24803.8,1663104,8062668,9725772,1901228,0,0,0,0,0,0,-1,951609,100,ok
BBMSDppInstant,8,799,1191,951609,24803.8,1663104,4152665,5815769,1901228,9864,287580,9864,0,0,0,-1,951609,100,ok
BBMSDppStepwise,8,799,1191,951609,24803.8,1663104,4152665,5815769,1901228,9864,143187,124081,0,0,0,-1,951609,100,ok
DijkstraPrims,8,799,1191,951609,24803.8,0,0,0,0,0,0,0,180976,179808,1690,1484.4,179808,18.8952,ok
BBMSCore,9,799,185,147815,13552.7,69136530,0,69136530,0,0,0,0,0,0,0,-1,147815,100,ok
BBMSInter,9,799,185,147815,13552.7,279692,863293,1142985,294429,0,0,0,0,0,0,-1,147815,100,ok
BBMSDppInstant,9,799,185,147815,13552.7,279692,608285,887977,294429,3563,21956,3563,0,0,0,-1,147815,100,ok
BBMSDppStepwise,9,799,185,147815,13552.7,279692,608285,887977,294429,3563,19990,16066,0,0,0,-1,147815,100,ok
DijkstraPrims,9,799,185,147815,13552.7,0,0,0,0,0,0,0,85593,84717,909,805.742,84717,57.3129,ok
BBMSCore,10,799,313,250087,17531.4,142834508,0,142834508,0,0,0,0,0,0,0,-1,250087,100,ok
BBMSInter,10,799,313,250087,17531.4,471934,1935205,2407139,498755,0,0,0,0,0,0,-1,250087,100,ok
BBMSDppInstant,10,799,313,250087,17531.4,471934,1034928,1506862,498755,6670,40066,6670,0,0,0,-1,250087,100,ok
BBMSDppStepwise,10,799,313,250087,17531.4,471934,1034928,1506862,498755,6670,31569,23602,0,0,0,-1,250087,100,ok
DijkstraPrims,10,799,313,250087,17531.4,0,0,0,0,0,0,0,72716,71935,874,823.474,71935,28.764,ok
BBMSCore,11,799,1380,1102620,12140.7,2767859516,0,2767859516,0,0,0,0,0,0,0,-1,1102620,100,ok
BBMSInter,11,799,1380,1102620,12140.7,2111378,13398525,15509903,2202023,0,0,0,0,0,0,-1,1102620,100,ok
BBMSDppInstant,11,799,1380,1102620,12140.7,2111378,4536026,6647404,2202023,21628,122100,21628,0,0,0,-1,1102620,100,ok
BBMSDppStepwise,11,799,1380,1102620,12140.7,2111378,4536026,6647404,2202023,21628,99213,75907,0,0,0,-1,1102620,100,ok
DijkstraPrims,11,799,1380,1102620,12140.7,0,0,0,0,0,0,0,619910,619133,1218,817.422,619133,56.1511,ok
BBMSCore,12,799,1118,893282,113660,953482406,0,953482406,0,0,0,0,0,0,0,-1,893282,100,ok
BBMSInter,12,799,1118,893282,113660,1475756,37472523,38948279,1784261,0,0,0,0,0,0,-1,893282,100,ok
BBMSDppInstant,12,799,1118,893282,113660,1475756,4025927,5501683,1784261,109478,724350,109478,0,0,0,-1,893282,100,ok
BBMSDppStepwise,12,799,1118,893282,113660,1475756,4025927,5501683,1784261,109478,574156,452148,0,0,0,-1,893282,100,ok
DijkstraPrims,12,799,1118,893282,113660,0,0,0,0,0,0,0,112209,109988,2394,1213.38,109988,12.3128,ok
BBMSCore,13,799,58,46342,6703.84,9325908,0,9325908,0,0,0,0,0,0,0,-1,46342,100,ok
BBMSInter,13,799,58,46342,6703.84,29200,1139906,1169106,91827,0,0,0,0,0,0,-1,46342,100,ok
BBMSDppInstant,13,799,58,46342,6703.84,29200,274600,303800,91827,4417,69428,4417,0,0,0,-1,46342,100,ok
BBMSDppStepwise,13,799,58,46342,6703.84,29200,274600,303800,91827,4417,42668,35065,0,0,0,-1,46342,100,ok
DijkstraPrims,13,799,58,46342,6703.84,0,0,0,0,0,0,0,46331,46323,479,299.922,46323,99.959,ok
BBMSCore,14,799,1917,1531683,8143.69,1368312460,0,1368312460,0,0,0,0,0,0,0,-1,1531683,100,ok
BBMSInter,14,799,1917,1531683,8143.69,2268530,54784128,57052658,3059855,0,0,0,0,0,0,-1,1531683,100,ok
BBMSDppInstant,14,799,1917,1531683,8143.69,2268530,7299972,9568502,3059855,127190,1594810,127190,0,0,0,-1,1531683,100,ok
BBMSDppStepwise,14,799,1917,1531683,8143.69,2268530,7299972,9568502,3059855,127190,1110944,959714,0,0,0,-1,1531683,100,ok
DijkstraPrims,14,799,1917,1531683,8143.69,0,0,0,0,0,0,0,437539,435302,2612,2298.14,435302,28.4198,ok
BBMSCore,15,799,249,198951,23879.6,267640230,0,267640230,0,0,0,0,0,0,0,-1,198951,100,ok
BBMSInter,15,799,249,198951,23879.6,345602,9688232,10033834,396059,0,0,0,0,0,0,-1,198951,100,ok
BBMSDppInstant,15,799,249,198951,23879.6,345602,866923,1212525,396059,13574,66459,13574,0,0,0,-1,198951,100,ok
BBMSDppStepwise,15,799,249,198951,23879.6,345602,866923,1212525,396059,13574,64407,50526,0,0,0,-1,198951,100,ok
DijkstraPrims,15,799,249,198951,23879.6,0,0,0,0,0,0,0,164922,164608,380,298.392,164608,82.738,ok
BBMSCore,16,799,455,363545,11247.2,252051604,0,252051604,0,0,0,0,0,0,0,-1,363545,100,ok
BBMSInter,16,799,455,363545,11247.2,318010,11371704,11689714,725836,0,0,0,0,0,0,-1,363545,100,ok
BBMSDppInstant,16,799,455,363545,11247.2,318010,2059028,2377038,725836,23113,728273,23113,0,0,0,-1,363545,100,ok
BBMSDppStepwise,16,799,455,363545,11247.2,318010,2059028,2377038,725836,23113,271180,236149,0,0,0,-1,363545,100,ok
DijkstraPrims,16,799,455,363545,11247.2,0,0,0,0,0,0,0,360322,359867,1431,954.444,359867,98.9883,ok
BBMSCore,17,799,20006,15984794,1.51197e+06,18222625184,0,18222625184,0,0,0,0,0,0,0,-1,15984794,100,ok
BBMSInter,17,799,20006,15984794,1.51197e+06,17149320,519387720,536537040,31947988,0,0,0,0,0,0,-1,15984794,100,ok
BBMSDppInstant,17,799,20006,15984794,1.51197e+06,17149320,86023948,103173268,31947988,620022,88635395,620022,0,0,0,-1,15984794,100,ok
BBMSDppStepwise,17,799,20006,15984794,1.51197e+06,17149320,86023948,103173268,31947988,620022,10962686,9036119,0,0,0,-1,15984794,100,ok
DijkstraPrims,17,799,20006,15984794,1.51197e+06,0,0,0,0,0,0,0,7955831,7942361,13476,4047.27,7942361,49.687,ok
BBMSCore,18,799,1899,1517301,2.08544e+07,5143573756,0,5143573756,0,0,0,0,0,0,0,-1,1517301,100,ok
BBMSInter,18,799,1899,1517301,2.08544e+07,2885718,32577427,35463145,3029975,0,0,0,0,0,0,-1,1517301,100,ok
BBMSDppInstant,18,799,1899,1517301,2.08544e+07,2885718,6273649,9159367,3029975,38006,264568,38006,0,0,0,-1,1517301,100,ok
BBMSDppStepwise,18,799,1899,1517301,2.08544e+07,2885718,6273649,9159367,3029975,38006,206606,165409,0,0,0,-1,1517301,100,ok
DijkstraPrims,18,799,1899,1517301,2.08544e+07,0,0,0,0,0,0,0,1413823,1413010,1161,813.74,1413010,93.1265,ok
BBMSCore,19,799,63,50337,2749.31,32567528,0,32567528,0,0,0,0,0,0,0,-1,50337,100,ok
BBMSInter,19,799,63,50337,2749.31,94056,1083033,1177089,99742,0,0,0,0,0,0,-1,50337,100,ok
BBMSDppInstant,19,799,63,50337,2749.31,94056,205247,299303,99742,1869,7820,1869,0,0,0,-1,50337,100,ok
BBMSDppStepwise,19,799,63,50337,2749.31,94056,205247,299303,99742,1869,7449,5390,0,0,0,-1,50337,100,ok
DijkstraPrims,19,799,63,50337,2749.31,0,0,0,0,0,0,0,2876,2027,857,668.42,2027,4.02686,ok
BBMSCore,20,799,2142,1711458,10678.1,1931917272,0,1931917272,0,0,0,0,0,0,0,-1,1711458,100,ok
BBMSInter,20,799,2142,1711458,10678.1,2842532,20905199,23747731,3419832,0,0,0,0,0,0,-1,1711458,100,ok
BBMSDppInstant,20,799,2142,1711458,10678.1,2842532,7695718,10538250,3419832,45730,1387229,45730,0,0,0,-1,1711458,100,ok
BBMSDppStepwise,20,799,2142,1711458,10678.1,2842532,7695718,10538250,3419832,45730,492747,413419,0,0,0,-1,1711458,100,ok
DijkstraPrims,20,799,2142,1711458,10678.1,0,0,0,0,0,0,0,463840,460755,3279,2597.97,460755,26.9218,ok
BBMSCore,21,2201,53,116653,6206.43,277459546,0,277459546,0,0,0,0,0,0,0,-1,116653,100,ok
BBMSInter,21,2201,53,116653,6206.43,208550,15451277,15659827,229113,0,0,0,0,0,0,-1,116653,100,ok
BBMSDppInstant,21,2201,53,116653,6206.43,208550,487973,696523,229113,9323,42070,9323,0,0,0,-1,116653,100,ok
BBMSDppStepwise,21,2201,53,116653,6206.43,208550,487973,696523,229113,9323,39803,30164,0,0,0,-1,116653,100,ok
DijkstraPrims,21,2201,53,116653,6206.43,0,0,0,0,0,0,0,4563,2991,1695,979.856,2991,2.56401,ok
BBMSCore,22,2201,846,1862046,16832.5,2418458854,0,2418458854,0,0,0,0,0,0,0,-1,1862046,100,ok
BBMSInter,22,2201,846,1862046,16832.5,3501138,20942847,24443985,3720277,0,0,0,0,0,0,-1,1862046,100,ok
BBMSDppInstant,22,2201,846,1862046,16832.5,3501138,7760971,11262109,3720277,65825,794065,65825,0,0,0,-1,1862046,100,ok
BBMSDppStepwise,22,2201,846,1862046,16832.5,3501138,7760971,11262109,3720277,65825,582260,504916,0,0,0,-1,1862046,100,ok
DijkstraPrims,22,2201,846,1862046,16832.5,0,0,0,0,0,0,0,322160,319110,3376,2820.49,319110,17.1376,ok
BBMSCore,23,2201,903,1987503,16721.6,2548002368,0,2548002368,0,0,0,0,0,0,0,-1,1987503,100,ok
BBMSInter,23,2201,903,1987503,16721.6,3560552,42142258,45702810,3970952,0,0,0,0,0,0,-1,1987503,100,ok
BBMSDppInstant,23,2201,903,1987503,16721.6,3560552,8549969,12110521,3970952,66188,779328,66188,0,0,0,-1,1987503,100,ok
BBMSDppStepwise,23,2201,903,1987503,16721.6,3560552,8549969,12110521,3970952,66188,635631,558405,0,0,0,-1,1987503,100,ok
DijkstraPrims,23,2201,903,1987503,16721.6,0,0,0,0,0,0,0,241388,238683,2869,2456.53,238683,12.0092,ok
BBMSCore,24,2201,199,437999,15226.9,129595300,0,129595300,0,0,0,0,0,0,0,-1,437999,100,ok
BBMSInter,24,2201,199,437999,15226.9,736444,4393838,5130282,873428,0,0,0,0,0,0,-1,437999,100,ok
BBMSDppInstant,24,2201,199,437999,15226.9,736444,1944527,2680971,873428,28543,240418,28543,0,0,0,-1,437999,100,ok
BBMSDppStepwise,24,2201,199,437999,15226.9,736444,1944527,2680971,873428,28543,177193,141109,0,0,0,-1,437999,100,ok
DijkstraPrims,24,2201,199,437999,15226.9,0,0,0,0,0,0,0,196118,194069,2902,2389.99,194069,44.3081,ok
BBMSCore,25,2201,223,490823,11405.1,202909542,0,202909542,0,0,0,0,0,0,0,-1,490823,100,ok
BBMSInter,25,2201,223,490823,11405.1,899634,3971595,4871229,979016,0,0,0,0,0,0,-1,490823,100,ok
BBMSDppInstant,25,2201,223,490823,11405.1,899634,2069345,2968979,979016,19653,148052,19653,0,0,0,-1,490823,100,ok
BBMSDppStepwise,25,2201,223,490823,11405.1,899634,2069345,2968979,979016,19653,124812,102612,0,0,0,-1,490823,100,ok
DijkstraPrims,25,2201,223,490823,11405.1,0,0,0,0,0,0,0,98027,95623,2406,2226.99,95623,19.4822,ok
BBMSCore,26,2201,154,338954,2460.44,803024780,0,803024780,0,0,0,0,0,0,0,-1,338954,100,ok
BBMSInter,26,2201,154,338954,2460.44,456974,23912718,24369692,673487,0,0,0,0,0,0,-1,338954,100,ok
BBMSDppInstant,26,2201,154,338954,2460.44,456974,1670731,2127705,673487,25538,278080,25538,0,0,0,-1,338954,100,ok
BBMSDppStepwise,26,2201,154,338954,2460.44,456974,1670731,2127705,673487,25538,193482,160236,0,0,0,-1,338954,100,ok
DijkstraPrims,26,2201,154,338954,2460.44,0,0,0,0,0,0,0,273071,272464,864,576.25,272464,80.3838,ok
BBMSCore,27,2201,1128,2482728,29963.7,10089374470,0,10089374470,0,0,0,0,0,0,0,-1,2482728,100,ok
BBMSInter,27,2201,1128,2482728,29963.7,4916236,22381291,27297527,4962054,0,0,0,0,0,0,-1,2482728,100,ok
BBMSDppInstant,27,2201,1128,2482728,29963.7,4916236,9981435,14897671,4962054,13624,53045,13624,0,0,0,-1,2482728,100,ok
BBMSDppStepwise,27,2201,1128,2482728,29963.7,4916236,9981435,14897671,4962054,13624,44530,28898,0,0,0,-1,2482728,100,ok
DijkstraPrims,27,2201,1128,2482728,29963.7,0,0,0,0,0,0,0,49701,46427,3516,2979.18,46427,1.87,ok
BBMSCore,28,2201,1191,2621391,26549.2,5193046274,0,5193046274,0,0,0,0,0,0,0,-1,2621391,100,ok
BBMSInter,28,2201,1191,2621391,26549.2,5141828,32222331,37364159,5239220,0,0,0,0,0,0,-1,2621391,100,ok
BBMSDppInstant,28,2201,1191,2621391,26549.2,5141828,10613103,15754931,5239220,35440,331730,35440,0,0,0,-1,2621391,100,ok
BBMSDppStepwise,28,2201,1191,2621391,26549.2,5141828,10613103,15754931,5239220,35440,319290,281679,0,0,0,-1,2621391,100,ok
DijkstraPrims,28,2201,1191,2621391,26549.2,0,0,0,0,0,0,0,23447,19928,3553,2445.66,19928,0.760207,ok
BBMSCore,29,2201,185,407185,15005.3,523603720,0,523603720,0,0,0,0,0,0,0,-1,407185,100,ok
BBMSInter,29,2201,185,407185,15005.3,374940,11650045,12024985,810138,0,0,0,0,0,0,-1,407185,100,ok
BBMSDppInstant,29,2201,185,407185,15005.3,374940,2271189,2646129,810138,25169,1774052,25169,0,0,0,-1,407185,100,ok
BBMSDppStepwise,29,2201,185,407185,15005.3,374940,2271189,2646129,810138,25169,366979,283649,0,0,0,-1,407185,100,ok
DijkstraPrims,29,2201,185,407185,15005.3,0,0,0,0,0,0,0,370307,368554,2659,2109.95,368554,90.5127,ok
BBMSCore,30,2201,313,688913,18427.7,167567712,0,167567712,0,0,0,0,0,0,0,-1,688913,100,ok
BBMSInter,30,2201,313,688913,18427.7,436600,19622701,20059301,1375312,0,0,0,0,0,0,-1,688913,100,ok
BBMSDppInstant,30,2201,313,688913,18427.7,436600,4149893,4586493,1375312,75326,1525290,75326,0,0,0,-1,688913,100,ok
BBMSDppStepwise,30,2201,313,688913,18427.7,436600,4149893,4586493,1375312,75326,751093,590577,0,0,0,-1,688913,100,ok
DijkstraPrims,30,2201,313,688913,18427.7,0,0,0,0,0,0,0,686010,685686,1583,1065.17,685686,99.5316,ok
BBMSCore,31,2201,1380,3037380,14755.7,3273643732,0,3273643732,0,0,0,0,0,0,0,-1,3037380,100,ok
BBMSInter,31,2201,1380,3037380,14755.7,2305270,106313811,108619081,6071179,0,0,0,0,0,0,-1,3037380,100,ok
BBMSDppInstant,31,2201,1380,3037380,14755.7,2305270,17778691,20083961,6071179,194582,11228974,194582,0,0,0,-1,3037380,100,ok
BBMSDppStepwise,31,2201,1380,3037380,14755.7,2305270,17778691,20083961,6071179,194582,2876998,2400943,0,0,0,-1,3037380,100,ok
DijkstraPrims,31,2201,1380,3037380,14755.7,0,0,0,0,0,0,0,3037056,3036866,8197,4725.76,3036866,99.9831,ok
BBMSCore,32,2201,1118,2460718,113857,2055416346,0,2055416346,0,0,0,0,0,0,0,-1,2460718,100,ok
BBMSInter,32,2201,1118,2460718,113857,3728776,97159220,100887996,4915364,0,0,0,0,0,0,-1,2460718,100,ok
BBMSDppInstant,32,2201,1118,2460718,113857,3728776,11608635,15337411,4915364,401396,3987341,401396,0,0,0,-1,2460718,100,ok
BBMSDppStepwise,32,2201,1118,2460718,113857,3728776,11608635,15337411,4915364,401396,2658323,2215169,0,0,0,-1,2460718,100,ok
DijkstraPrims,32,2201,1118,2460718,113857,0,0,0,0,0,0,0,285814,281061,4977,3251.25,281061,11.4219,ok
BBMSCore,33,2201,58,127658,6303.26,38368024,0,38368024,0,0,0,0,0,0,0,-1,127658,100,ok
BBMSInter,33,2201,58,127658,6303.26,195920,5602531,5798451,253005,0,0,0,0,0,0,-1,127658,100,ok
BBMSDppInstant,33,2201,58,127658,6303.26,195920,583913,779833,253005,13813,77360,13813,0,0,0,-1,127658,100,ok
BBMSDppStepwise,33,2201,58,127658,6303.26,195920,583913,779833,253005,13813,58153,41480,0,0,0,-1,127658,100,ok
DijkstraPrims,33,2201,58,127658,6303.26,0,0,0,0,0,0,0,31293,29077,2301,1085.15,29077,22.7773,ok
BBMSCore,34,2201,1917,4219317,9257.53,6963479950,0,6963479950,0,0,0,0,0,0,0,-1,4219317,100,ok
BBMSInter,34,2201,1917,4219317,9257.53,7676946,117816813,125493759,8433598,0,0,0,0,0,0,-1,4219317,100,ok
BBMSDppInstant,34,2201,1917,4219317,9257.53,7676946,17990941,25667887,8433598,246908,2443086,246908,0,0,0,-1,4219317,100,ok
BBMSDppStepwise,34,2201,1917,4219317,9257.53,7676946,17990941,25667887,8433598,246908,1996598,1718987,0,0,0,-1,4219317,100,ok
DijkstraPrims,34,2201,1917,4219317,9257.53,0,0,0,0,0,0,0,355055,349251,6396,4052.73,349251,8.27743,ok
BBMSCore,35,2201,249,548049,23962.3,1283575510,0,1283575510,0,0,0,0,0,0,0,-1,548049,100,ok
BBMSInter,35,2201,249,548049,23962.3,1027758,32846886,33874644,1093205,0,0,0,0,0,0,-1,548049,100,ok
BBMSDppInstant,35,2201,249,548049,23962.3,1027758,2277559,3305317,1093205,29110,158055,29110,0,0,0,-1,548049,100,ok
BBMSDppStepwise,35,2201,249,548049,23962.3,1027758,2277559,3305317,1093205,29110,152926,123102,0,0,0,-1,548049,100,ok
DijkstraPrims,35,2201,249,548049,23962.3,0,0,0,0,0,0,0,11491,9154,2600,1857,9154,1.67029,ok
BBMSCore,36,2201,455,1001455,10135.5,1196595442,0,1196595442,0,0,0,0,0,0,0,-1,1001455,100,ok
BBMSInter,36,2201,455,1001455,10135.5,1863846,20154185,22018031,1999931,0,0,0,0,0,0,-1,1001455,100,ok
BBMSDppInstant,36,2201,455,1001455,10135.5,1863846,4195828,6059674,1999931,38286,241243,38286,0,0,0,-1,1001455,100,ok
BBMSDppStepwise,36,2201,455,1001455,10135.5,1863846,4195828,6059674,1999931,38286,214057,173107,0,0,0,-1,1001455,100,ok
DijkstraPrims,36,2201,455,1001455,10135.5,0,0,0,0,0,0,0,202050,199615,2530,2335.56,199615,19.9325,ok
BBMSInter,37,2201,20006,44033206,1.51164e+06,77747766,18407594162,18485341928,88032991,0,0,0,0,0,0,-1,44033206,100,ok
BBMSDppInstant,37,2201,20006,44033206,1.51164e+06,77747766,191455347,269203113,88032991,2073883,21495856,2073883,0,0,0,-1,44033206,100,ok
BBMSDppStepwise,37,2201,20006,44033206,1.51164e+06,77747766,191455347,269203113,88032991,2073883,16419485,14078644,0,0,0,-1,44033206,100,ok
DijkstraPrims,37,2201,20006,44033206,1.51164e+06,0,0,0,0,0,0,0,20051003,20039221,11788,2859.26,20039221,45.5093,ok
BBMSCore,38,2201,1899,4179699,2.08571e+07,3578841284,0,3578841284,0,0,0,0,0,0,0,-1,4179699,100,ok
BBMSInter,38,2201,1899,4179699,2.08571e+07,2820320,134167961,136988281,8353379,0,0,0,0,0,0,-1,4179699,100,ok
BBMSDppInstant,38,2201,1899,4179699,2.08571e+07,2820320,24998718,27819038,8353379,318731,14329807,318731,0,0,0,-1,4179699,100,ok
BBMSDppStepwise,38,2201,1899,4179699,2.08571e+07,2820320,24998718,27819038,8353379,318731,4422992,3666312,0,0,0,-1,4179699,100,ok
DijkstraPrims,38,2201,1899,4179699,2.08571e+07,0,0,0,0,0,0,0,4177966,4177790,3935,2876.29,4177790,99.9543,ok
BBMSCore,39,2201,63,138663,3077.91,272441500,0,272441500,0,0,0,0,0,0,0,-1,138663,100,ok
BBMSInter,39,2201,63,138663,3077.91,180738,8907196,9087934,273917,0,0,0,0,0,0,-1,138663,100,ok
BBMSDppInstant,39,2201,63,138663,3077.91,180738,683682,864420,273917,12214,155363,12214,0,0,0,-1,138663,100,ok
BBMSDppStepwise,39,2201,63,138663,3077.91,180738,683682,864420,273917,12214,100041,84619,0,0,0,-1,138663,100,ok
DijkstraPrims,39,2201,63,138663,3077.91,0,0,0,0,0,0,0,127714,127365,463,219.392,127365,91.8522,ok
BBMSCore,40,2201,2142,4714542,11471.9,11879326230,0,11879326230,0,0,0,0,0,0,0,-1,4714542,100,ok
BBMSInter,40,2201,2142,4714542,11471.9,8904422,112389853,121294275,9424249,0,0,0,0,0,0,-1,4714542,100,ok
BBMSDppInstant,40,2201,2142,4714542,11471.9,8904422,19614576,28518998,9424249,127700,2867184,127700,0,0,0,-1,4714542,100,ok
BBMSDppStepwise,40,2201,2142,4714542,11471.9,8904422,19614576,28518998,9424249,127700,1408673,1273201,0,0,0,-1,4714542,100,ok
DijkstraPrims,40,2201,2142,4714542,11471.9,0,0,0,0,0,0,0,915634,912142,4185,3609.95,912142,19.3474,ok
BBMSCore,41,53,846,44838,14173.4,22135516,0,22135516,0,0,0,0,0,0,0,-1,44838,100,ok
BBMSInter,41,53,846,44838,14173.4,67794,362217,430011,88755,0,0,0,0,0,0,-1,44838,100,ok
BBMSDppInstant,41,53,846,44838,14173.4,67794,205857,273651,88755,3561,76113,3561,0,0,0,-1,44838,100,ok
BBMSDppStepwise,41,53,846,44838,14173.4,67794,205857,273651,88755,3561,30840,25695,0,0,0,-1,44838,100,ok
DijkstraPrims,41,53,846,44838,14173.4,0,0,0,0,0,0,0,24594,24467,1015,483.422,24467,54.5676,ok
BBMSCore,42,53,903,47859,13841.8,26001808,0,26001808,0,0,0,0,0,0,0,-1,47859,100,ok
BBMSInter,42,53,903,47859,13841.8,69088,440688,509776,94727,0,0,0,0,0,0,-1,47859,100,ok
BBMSDppInstant,42,53,903,47859,13841.8,69088,224691,293779,94727,1429,26047,1429,0,0,0,-1,47859,100,ok
BBMSDppStepwise,42,53,903,47859,13841.8,69088,224691,293779,94727,1429,18719,16559,0,0,0,-1,47859,100,ok
DijkstraPrims,42,53,903,47859,13841.8,0,0,0,0,0,0,0,42216,41691,794,603.047,41691,87.1121,ok
BBMSCore,43,53,199,10547,14065.2,1490948,0,1490948,0,0,0,0,0,0,0,-1,10547,100,ok
BBMSInter,43,53,199,10547,14065.2,10544,87124,97668,20842,0,0,0,0,0,0,-1,10547,100,ok
BBMSDppInstant,43,53,199,10547,14065.2,10544,56255,66799,20842,1038,13080,1038,0,0,0,-1,10547,100,ok
BBMSDppStepwise,43,53,199,10547,14065.2,10544,56255,66799,20842,1038,8172,6457,0,0,0,-1,10547,100,ok
DijkstraPrims,43,53,199,10547,14065.2,0,0,0,0,0,0,0,10547,10547,278,195.274,10547,100,ok
